Movie Name,Storyline
Game Changers,"After 10 days without gold, France's hopes rest on a young shooting champion. He's forced to share rooms with a swimmer more interested in Olympic village fun than his race"
Otto by Otto,"Inspired to make an intimate family portrait, Gracie Otto directs this feature-length documentary about her father, Barry Otto, whose career in Australian theatre, film and television has spanned more than 50 years."
Marching in the Dark,"Intent on providing a better life for herself and her children after her farmer-husband's suicide, Sanjivani struggles against her culture's traditional abandonment of widows, until she joins a discussion group with other farmer-suicide widows. Empowered by community, shared stories of resilience, and unexpected solidarity, Sanjivani forges a path forward."
Krispy Rishtey,"Karan leaves Natasha to fulfill his father's dying wish. Married to Anjali, he lacks connection, desiring freedom from this arranged marriage. His path forward remains uncertain."
The Secret of Pin-Up Island,"An AI-driven, cutting-edge therapy revolutionizes depression treatment for women. Alesia's subconscious embarks on a virtual journey where reality and fantasy intertwine, forcing her to confront past demons to reclaim her mental health."
Botch,A young college student with dreams of becoming a plastic surgeon is steered into a life of crime. Contracting a lethal silicone shot crippling and killing women around the country in the dark underworld of Sex.
Kukejar Mimpi,The story of a high school girl named Mimpi who wants to become a cheerleader. She and her friends then struggled to show their existence in the midst of a school situation that likes to fight.
Shelf Life,A surprising global odyssey exploring the world of cheese. Parallels are drawn between the aging process of cheese and human life's journey.
Rei,Hikari encounters deaf landscape photographer Masato and embarks on a journey that will transform her sense of being.
Zir-i Cin 3: Cin Dügümü,
Hadda and Krimo,Krimo fights to shield his deaf sister Hadda from society and their surroundings amid harsh living conditions.
Goatman's Bridge - The Legend of Oscar Washburn,"Touted as one of the most haunted locations in the entire United States, the Goatman's Bridge located in Denton, TX is chalked full of Folklore, Satanic Rituals, and enough Spirits to keep you para-normally drunk for a week. In this ScareNetwork Original we dive into the legend of how the Old Alton Bridge became known as the Goatman's Bridge and then do an extensive paranormal investigation on the bridge and the surrounding haunted woods."
Tafakur,"When suspicions of infidelity drive a forgetful housewife to the brink of madness, her unravelling marriage explodes into a deadly confrontation, revealing shocking secrets and leaving a trail of tragedy in its wake."
Riddle of the Shadow Lotus,"Ming Dynasty, Jiajing period. Anshun Tongpan Yang Tinggui was killed, and the imperial guard Jiang Xiao was ordered to investigate. He unraveled the mystery and locked the real murderer to be the commander Li Jiangxiong. When arresting Li Jiangxiong, he found that he had fallen into a trap set by others. With the help of Li Jiangxiong's adopted daughter Li Xueyi, Jiang Xiao broke out of the trap and wiped out the mastermind behind the scenes."
Loxi,"Loxandra, a girl with Down syndrome, is invited to participate in the new production at the main stage of the National Theatre of Greece. Her mother decides to accept the invitation for her daughter's own good. Loxandra will fight hard to meet the demands of the new reality. Will she make it?"
The Zebras: Dark Start,The Zebras is the tale of a documentary photographer in Kolkata who manhandles AI and creates virtual monsters in the city of joy.
Bogyó és Babóca 6. - Csengettyuk,"The film is centered around Bogyó (Berry), the snail boy and Babóca (Dolly), the ladybird girl. Like previous seasons, also contains tales that are based on experiences, challenges and feelings familiar to members of the age group."
Iron Nest of the Moon,"An anthology web series, aggregated into a feature, based on the mysterious stories of dreams and dreamers."
Eternal Theater,"""Eternal Theater"" is a thought provoking documentary examining the Christian teaching on the afterlife."
On+Ona,"The film is based not only on the storylines of the characters, but also on the principle of continuous dialogue between the actors and the audience about what love is. Each of the five short stories of different genres brings the characters to a critical moment for making a decision: to maintain the relationship or destroy it? This choice must be made by the viewer himself."
Mallemogga,"Srinivas Sashtri, the head of the village, lives with his wife Padmavati and a 12 year old daughter Mallika, who is very close to their servant Soori. When Padmavati dies, Sashtri gets Mallika married while Soori gets married to other girl"
Cheongsam Merah Darah,"A group of friends working as house cleaners are doing their jobs in an old bungalow. Later they find out that the bungalow is inhabited by a spirit of vengeance, and all of them will have to pay for their past sins."
